player_id,age,obp,slg,walk_pct,strikeout_pct,exit_velocity,defensive_runs,projected_salary_m,future_war,high_value
P0688,24,0.378,0.303,0.094,0.196,85.7,11.8,2.52,3.79,1
P0689,21,0.361,0.367,0.096,0.299,91.8,8.2,2.59,4.13,1
P0690,22,0.338,0.425,0.12,0.227,91.2,-5.0,2.95,4.0,1
P0691,29,0.317,0.437,0.068,0.231,95.1,1.1,2.89,4.98,1
P0692,29,0.338,0.313,0.074,0.178,90.7,14.9,0.7,4.27,1
P0693,21,0.313,0.28,0.075,0.247,94.2,11.2,0.7,5.22,0
P0694,25,0.337,0.477,0.096,0.237,92.4,12.1,4.54,5.89,1
P0695,26,0.363,0.394,0.063,0.241,91.5,-10.7,3.24,5.35,1
P0696,22,0.288,0.41,0.062,0.26,88.0,-6.0,2.54,3.62,0
P0697,27,0.364,0.431,0.068,0.202,89.0,-4.9,3.55,4.01,0
P0698,21,0.33,0.367,0.147,0.269,87.4,2.8,2.38,4.81,1
P0699,25,0.333,0.325,0.056,0.217,85.8,-4.5,1.7,1.73,0
P0700,24,0.348,0.394,0.087,0.223,86.9,-6.3,3.49,4.13,1
P0701,21,0.32,0.371,0.09,0.176,89.6,5.0,2.39,3.16,1
P0702,28,0.32,0.505,0.044,0.239,86.4,-4.4,4.29,2.14,1
P0703,25,0.332,0.323,0.054,0.253,91.4,5.6,1.88,4.74,1
P0704,23,0.259,0.493,0.112,0.242,87.2,4.3,1.57,6.23,1
P0705,25,0.296,0.314,0.046,0.217,89.1,6.6,0.86,1.31,1
P0706,28,0.318,0.345,0.03,0.219,88.9,-15.7,2.96,2.27,0
P0707,25,0.358,0.331,0.095,0.271,88.8,-3.9,1.56,2.01,1
P0708,25,0.296,0.444,0.117,0.265,86.5,3.1,3.79,4.72,1
P0709,24,0.347,0.499,0.127,0.197,85.9,-8.0,5.26,3.26,1
P0710,22,0.329,0.468,0.116,0.174,91.8,5.6,3.4,6.34,1
P0711,29,0.341,0.373,0.088,0.266,89.0,0.7,3.14,4.94,1
P0712,20,0.326,0.377,0.108,0.285,96.1,6.1,2.09,5.7,1
P0713,27,0.336,0.444,0.09,0.2,89.0,-8.0,3.33,3.67,1
P0714,21,0.334,0.399,0.065,0.178,83.5,-0.0,3.42,6.7,0
P0715,28,0.296,0.309,0.055,0.184,87.7,-4.8,2.16,0.53,0
P0716,23,0.439,0.387,0.127,0.257,84.0,5.4,4.16,3.91,1
P0717,25,0.318,0.388,0.149,0.201,92.0,14.4,3.77,4.43,1
P0718,28,0.333,0.395,0.061,0.238,87.2,15.1,3.34,4.52,0
P0719,23,0.331,0.351,0.095,0.109,91.3,3.8,2.8,4.64,1
P0720,30,0.331,0.422,0.096,0.254,94.2,4.6,1.74,3.91,0
P0721,25,0.271,0.49,0.03,0.214,89.7,6.2,2.12,4.25,0
P0722,30,0.241,0.489,0.128,0.282,89.6,-6.2,2.51,3.27,0
P0723,29,0.284,0.297,0.06,0.238,89.9,1.1,1.51,2.69,0
P0724,27,0.312,0.28,0.105,0.22,86.6,0.8,1.34,2.46,0
P0725,27,0.362,0.369,0.094,0.252,87.9,6.1,3.56,4.38,1
P0726,27,0.389,0.585,0.064,0.225,91.4,1.7,4.74,4.0,1
P0727,28,0.362,0.412,0.078,0.183,83.5,4.2,3.96,3.83,1
P0728,30,0.397,0.512,0.085,0.203,88.9,0.6,4.65,5.33,1
P0729,28,0.362,0.455,0.079,0.233,94.3,-0.4,5.18,5.77,1
P0730,20,0.301,0.36,0.1,0.27,89.7,4.4,3.9,3.96,1
P0731,24,0.299,0.334,0.091,0.178,91.7,0.2,1.98,3.85,1
P0732,24,0.337,0.378,0.06,0.207,84.4,4.8,3.95,0.92,0
P0733,29,0.309,0.433,0.082,0.297,89.7,-4.0,4.52,4.03,1
P0734,25,0.318,0.38,0.049,0.235,86.4,2.8,1.77,2.17,0
P0735,26,0.28,0.408,0.102,0.185,95.3,-3.2,2.3,4.07,0
P0736,26,0.345,0.496,0.112,0.185,85.3,1.6,4.26,4.16,1
P0737,29,0.373,0.468,0.073,0.143,92.1,3.4,4.11,5.14,1
P0738,23,0.24,0.419,0.087,0.211,87.2,-2.9,2.14,3.01,1
P0739,23,0.343,0.424,0.077,0.228,85.9,-4.6,3.59,2.26,0
P0740,28,0.315,0.442,0.12,0.117,86.5,-3.7,3.58,4.3,1
P0741,27,0.282,0.349,0.11,0.164,87.4,4.8,1.98,0.69,0
P0742,23,0.331,0.4,0.081,0.212,87.0,6.3,3.51,3.51,1
P0743,24,0.294,0.586,0.103,0.215,90.5,10.8,3.25,3.4,1
P0744,30,0.322,0.491,0.086,0.227,87.8,-5.3,2.55,2.71,0
P0745,27,0.326,0.483,0.08,0.1,90.0,2.3,2.79,3.95,1
P0746,28,0.35,0.358,0.103,0.259,84.4,5.5,3.61,2.37,0
P0747,20,0.357,0.411,0.07,0.164,88.2,6.9,3.21,5.27,1
P0748,25,0.37,0.367,0.103,0.198,89.0,7.9,2.55,5.49,1
P0749,20,0.317,0.562,0.116,0.227,87.6,-1.0,5.86,4.27,1
P0750,28,0.309,0.531,0.103,0.271,93.5,8.7,4.81,5.95,1
P0751,20,0.272,0.496,0.06,0.28,89.2,3.2,2.6,2.45,1
P0752,22,0.307,0.397,0.108,0.208,93.0,7.6,2.99,6.26,1
P0753,21,0.304,0.444,0.111,0.187,95.0,1.6,1.88,3.48,1
P0754,22,0.362,0.371,0.114,0.201,89.1,6.4,3.24,4.98,1
P0755,29,0.328,0.391,0.104,0.231,85.9,3.1,1.39,2.75,0
P0756,29,0.374,0.389,0.063,0.231,87.7,-8.8,4.16,4.74,1
P0757,24,0.335,0.409,0.097,0.299,90.4,-3.9,3.66,2.56,1
P0758,25,0.305,0.425,0.093,0.22,84.4,-0.9,3.44,4.54,0
P0759,26,0.363,0.345,0.094,0.271,91.0,1.8,4.01,2.57,1
P0760,20,0.324,0.34,0.086,0.22,83.2,10.0,3.22,3.02,0
P0761,25,0.304,0.516,0.09,0.225,92.1,-5.8,2.85,3.64,0
P0762,20,0.334,0.374,0.039,0.29,89.1,-5.8,2.63,2.07,1
P0763,30,0.315,0.429,0.093,0.202,87.0,7.4,2.72,3.85,0
P0764,25,0.329,0.43,0.096,0.203,88.1,-5.3,3.0,3.95,0
P0765,30,0.357,0.449,0.064,0.168,89.3,-4.3,3.56,7.01,0
P0766,27,0.364,0.476,0.058,0.223,89.9,-8.3,4.35,2.98,1
P0767,30,0.322,0.636,0.097,0.277,94.2,-1.3,5.28,7.42,1
P0768,24,0.287,0.282,0.1,0.231,83.0,-10.7,0.85,1.13,0
P0769,23,0.274,0.353,0.085,0.152,89.4,8.5,1.05,1.95,0
P0770,21,0.364,0.539,0.074,0.18,87.0,-4.9,4.35,3.39,1
P0771,30,0.31,0.302,0.129,0.261,93.9,1.1,0.92,2.94,0
P0772,25,0.306,0.28,0.118,0.159,80.6,13.4,1.71,1.73,0
P0773,30,0.292,0.506,0.105,0.23,89.3,7.1,2.08,4.11,0
P0774,29,0.303,0.463,0.111,0.158,90.0,-3.5,4.58,3.67,0
P0775,28,0.298,0.464,0.075,0.29,88.9,8.7,2.93,1.84,0
P0776,29,0.368,0.343,0.11,0.273,88.8,1.1,2.77,2.16,0
P0777,26,0.374,0.28,0.1,0.204,87.9,1.0,3.06,5.02,1
P0778,29,0.35,0.334,0.068,0.254,92.8,3.3,2.76,5.49,1
P0779,26,0.3,0.642,0.085,0.169,93.0,-2.1,4.53,4.23,1
P0780,22,0.305,0.497,0.097,0.237,92.9,8.1,2.07,4.75,1
P0781,27,0.312,0.374,0.06,0.147,90.0,1.5,1.69,2.74,1
P0782,22,0.291,0.601,0.096,0.212,84.5,-1.2,4.26,4.53,1
P0783,28,0.344,0.411,0.092,0.236,89.0,-8.3,4.43,4.2,1
P0784,20,0.29,0.369,0.097,0.225,89.4,-1.0,0.7,4.0,1
P0785,25,0.319,0.389,0.076,0.169,89.0,4.5,1.91,3.08,0
P0786,23,0.325,0.306,0.119,0.174,93.3,5.8,3.83,4.8,1
P0787,20,0.326,0.481,0.161,0.241,90.6,10.5,3.28,3.22,1
P0788,27,0.264,0.431,0.108,0.173,86.2,-5.6,1.55,1.25,1
P0789,24,0.346,0.482,0.095,0.216,87.2,11.1,5.24,3.37,1
P0790,23,0.25,0.381,0.07,0.216,84.6,2.8,0.7,1.85,0
P0791,27,0.321,0.513,0.099,0.25,94.2,6.9,3.48,3.8,1
P0792,24,0.329,0.303,0.086,0.268,93.5,6.7,1.61,3.94,1
P0793,20,0.331,0.491,0.093,0.184,93.3,7.2,3.09,6.73,1
P0794,29,0.343,0.48,0.119,0.218,88.4,1.7,6.04,5.06,0
P0795,22,0.374,0.375,0.084,0.277,93.8,1.2,3.78,6.17,1
P0796,21,0.262,0.37,0.087,0.216,87.6,3.5,1.46,2.98,1
P0797,25,0.29,0.46,0.08,0.278,89.9,-9.0,1.79,3.26,0
P0798,22,0.241,0.33,0.098,0.183,89.0,0.7,1.19,1.82,0
P0799,26,0.294,0.395,0.099,0.156,89.6,-0.6,2.15,3.41,1
P0800,20,0.348,0.371,0.078,0.195,91.3,3.7,3.61,5.96,0
P0801,30,0.31,0.526,0.085,0.235,91.3,-7.7,2.35,5.99,1
P0802,30,0.339,0.362,0.103,0.219,84.4,1.1,2.92,3.65,1
P0803,23,0.337,0.398,0.053,0.192,88.9,5.6,3.0,5.14,1
P0804,30,0.408,0.403,0.069,0.136,87.6,13.2,4.48,4.96,1
P0805,23,0.317,0.417,0.134,0.235,90.6,6.2,3.43,4.8,0
P0806,27,0.308,0.476,0.151,0.191,95.0,0.7,1.72,3.98,1
P0807,25,0.312,0.408,0.055,0.218,89.2,6.1,1.45,4.86,0
P0808,30,0.361,0.404,0.057,0.194,88.3,0.9,4.01,3.15,0
P0809,27,0.288,0.391,0.049,0.227,90.1,5.2,0.7,4.12,0
P0810,29,0.316,0.507,0.065,0.12,87.3,4.5,4.17,3.61,0
P0811,28,0.359,0.382,0.094,0.144,87.2,15.5,3.61,5.73,1
P0812,26,0.316,0.531,0.09,0.195,87.5,20.8,4.09,5.56,1
P0813,26,0.307,0.323,0.11,0.171,89.6,-1.8,1.91,3.36,0
P0814,30,0.328,0.418,0.083,0.226,82.9,-0.3,1.88,3.2,0
P0815,20,0.313,0.45,0.058,0.272,90.2,7.9,2.7,3.98,1
P0816,23,0.339,0.412,0.095,0.198,88.7,6.6,3.44,3.88,1
P0817,23,0.302,0.514,0.136,0.244,88.1,6.4,3.39,4.92,1
P0818,25,0.378,0.44,0.1,0.269,88.6,15.0,3.69,4.86,1
P0819,22,0.272,0.327,0.081,0.241,88.0,-1.8,3.09,3.19,0
P0820,21,0.25,0.478,0.062,0.23,90.5,-1.0,1.69,3.39,0
P0821,28,0.288,0.421,0.133,0.292,91.6,-4.1,2.83,3.51,0
P0822,24,0.352,0.347,0.133,0.228,83.4,-1.0,3.66,2.71,0
P0823,29,0.312,0.398,0.081,0.31,89.9,5.3,2.69,4.3,1
P0824,28,0.382,0.483,0.061,0.19,87.2,6.1,5.76,4.22,1
P0825,24,0.287,0.515,0.093,0.164,87.2,16.8,3.8,5.13,1
P0826,21,0.34,0.511,0.1,0.24,94.6,-4.9,3.02,3.75,1
P0827,25,0.323,0.456,0.104,0.166,91.6,8.2,4.78,4.9,1
P0828,21,0.376,0.423,0.083,0.184,91.7,-0.6,4.39,5.8,1
P0829,23,0.328,0.482,0.124,0.222,90.2,10.8,3.39,6.85,1
P0830,27,0.323,0.464,0.101,0.229,86.0,1.5,2.89,3.35,1
P0831,25,0.313,0.379,0.104,0.208,83.2,-3.9,2.78,2.77,0
P0832,25,0.357,0.365,0.081,0.215,89.2,14.9,3.9,3.74,1
P0833,20,0.312,0.437,0.095,0.226,95.2,7.7,3.18,4.67,1
P0834,29,0.365,0.413,0.076,0.242,85.7,2.7,4.78,4.25,0
P0835,22,0.328,0.392,0.05,0.244,89.9,14.5,2.96,4.01,1
P0836,23,0.297,0.336,0.125,0.199,89.2,6.5,1.28,2.86,1
P0837,24,0.337,0.45,0.12,0.223,88.6,3.7,4.1,4.49,1
P0838,29,0.317,0.382,0.081,0.187,84.0,4.3,3.39,1.19,1
P0839,22,0.311,0.454,0.132,0.251,88.9,-5.6,2.26,4.07,0
P0840,25,0.364,0.393,0.081,0.172,88.6,-3.5,4.29,3.31,1
P0841,21,0.337,0.398,0.091,0.239,87.7,1.7,3.13,4.32,1
P0842,28,0.297,0.481,0.089,0.217,87.9,17.4,3.97,5.12,1
P0843,26,0.379,0.534,0.074,0.161,89.2,18.5,5.25,4.25,1
P0844,22,0.31,0.404,0.136,0.194,92.2,9.5,3.52,4.27,1
P0845,23,0.28,0.421,0.088,0.177,85.8,-4.0,2.39,3.45,0
P0846,21,0.342,0.324,0.123,0.205,86.1,-18.0,3.28,3.92,1
P0847,30,0.326,0.448,0.064,0.259,85.3,4.8,4.09,4.24,0
P0848,22,0.283,0.416,0.059,0.195,91.1,-11.7,3.54,2.78,0
P0849,25,0.289,0.503,0.12,0.196,82.8,2.5,1.99,2.45,0
P0850,22,0.286,0.347,0.079,0.249,86.9,2.8,0.92,3.66,1
P0851,25,0.373,0.463,0.11,0.273,93.1,0.9,4.58,5.37,0
P0852,25,0.359,0.552,0.047,0.247,92.0,-0.7,4.86,5.26,1
P0853,23,0.299,0.468,0.135,0.198,88.0,-4.9,4.63,4.63,1
P0854,26,0.325,0.47,0.13,0.242,87.0,8.3,5.0,4.01,1
P0855,29,0.349,0.404,0.11,0.201,90.5,1.9,2.62,4.05,1
P0856,30,0.349,0.474,0.087,0.163,86.5,9.9,4.06,4.93,1
P0857,22,0.367,0.323,0.044,0.262,88.8,2.2,2.7,3.05,1
P0858,21,0.411,0.526,0.073,0.278,85.2,-4.9,5.91,4.99,1
P0859,30,0.294,0.583,0.112,0.247,84.0,7.0,4.65,2.19,1
P0860,25,0.318,0.423,0.134,0.239,88.3,6.7,2.57,2.49,1
P0861,20,0.299,0.444,0.081,0.208,85.4,8.0,2.78,4.24,1
P0862,26,0.371,0.44,0.09,0.271,90.7,-11.4,3.93,5.42,1
P0863,29,0.329,0.36,0.099,0.25,89.6,7.2,3.71,-0.04,1
P0864,22,0.361,0.324,0.088,0.266,80.0,12.2,4.18,2.55,0
P0865,25,0.319,0.289,0.142,0.325,86.0,7.5,2.31,1.58,0
P0866,23,0.326,0.475,0.09,0.21,94.6,1.8,3.77,2.82,1
P0867,30,0.375,0.441,0.128,0.237,91.4,3.4,3.91,3.9,1
P0868,27,0.324,0.553,0.083,0.172,97.6,-1.6,5.31,5.17,0
P0869,20,0.329,0.285,0.118,0.237,89.2,2.7,1.88,4.36,1
P0870,27,0.281,0.393,0.098,0.19,85.3,-1.6,0.7,2.94,0
P0871,28,0.386,0.442,0.067,0.212,91.1,9.9,3.41,5.42,1
P0872,30,0.302,0.376,0.098,0.279,87.5,0.3,1.84,1.24,1
P0873,20,0.337,0.448,0.147,0.184,84.9,1.4,3.19,4.32,1
P0874,23,0.317,0.393,0.107,0.189,92.3,-2.7,1.95,3.41,1
P0875,25,0.319,0.448,0.08,0.199,90.2,-2.3,3.46,3.15,1
P0876,22,0.287,0.28,0.084,0.164,89.9,2.1,1.67,3.41,1
P0877,29,0.3,0.342,0.096,0.163,94.4,3.7,1.78,4.6,0
P0878,29,0.261,0.306,0.086,0.158,82.4,2.3,1.52,0.17,0
P0879,29,0.34,0.401,0.073,0.281,91.0,-0.1,2.01,4.08,1
P0880,26,0.372,0.453,0.061,0.175,91.1,12.8,4.3,6.2,1
P0881,24,0.268,0.371,0.059,0.199,84.0,-4.4,0.7,4.45,0
P0882,28,0.308,0.458,0.152,0.219,92.7,4.1,4.43,5.2,0
P0883,28,0.34,0.471,0.097,0.238,85.1,4.0,3.97,4.16,1
P0884,24,0.343,0.372,0.031,0.256,88.5,0.4,2.16,2.74,0
P0885,23,0.314,0.432,0.054,0.189,87.8,1.6,2.56,4.36,0
P0886,21,0.284,0.464,0.105,0.165,92.6,3.3,1.55,6.12,1
P0887,26,0.262,0.399,0.042,0.202,86.8,14.8,1.25,2.21,1
P0888,23,0.267,0.341,0.075,0.258,86.4,6.4,2.24,3.27,1
P0889,23,0.399,0.473,0.094,0.219,91.0,-14.2,5.11,3.27,1
P0890,28,0.304,0.604,0.097,0.258,90.0,-2.4,3.94,4.94,1
P0891,23,0.25,0.344,0.08,0.176,88.0,5.5,0.7,2.63,0
P0892,30,0.302,0.38,0.087,0.18,86.8,13.7,2.7,1.66,1
P0893,27,0.349,0.441,0.066,0.282,88.6,-7.6,4.84,3.52,0
P0894,27,0.339,0.496,0.12,0.213,87.4,10.7,3.75,5.34,0
P0895,30,0.273,0.376,0.049,0.238,90.9,-1.3,1.92,1.94,0
P0896,30,0.329,0.349,0.067,0.226,89.3,-12.3,1.91,2.89,0
P0897,22,0.28,0.533,0.07,0.194,89.1,2.6,3.5,3.26,0
P0898,22,0.283,0.417,0.1,0.215,89.6,13.9,1.46,2.15,1
P0899,29,0.349,0.437,0.099,0.18,87.5,3.9,4.38,4.2,0
P0900,29,0.363,0.616,0.059,0.141,85.5,7.0,6.11,4.82,1
P0901,23,0.245,0.33,0.07,0.226,86.6,-5.6,0.7,1.27,0
P0902,22,0.349,0.325,0.057,0.307,88.1,2.8,2.31,3.51,1
P0903,21,0.331,0.467,0.094,0.272,83.7,-2.6,2.69,4.74,0
P0904,26,0.339,0.322,0.08,0.298,88.9,3.9,3.27,2.62,1
P0905,23,0.321,0.449,0.107,0.183,87.5,11.2,2.01,4.11,1
P0906,24,0.338,0.477,0.072,0.136,90.1,-0.8,4.09,3.32,1
P0907,29,0.319,0.448,0.084,0.209,87.5,-6.9,3.66,3.28,0
P0908,21,0.337,0.536,0.092,0.258,86.2,-11.7,4.14,3.49,0
P0909,21,0.312,0.469,0.136,0.222,92.3,8.9,3.55,5.15,1
P0910,20,0.356,0.419,0.1,0.148,87.7,-10.6,2.36,3.91,1
P0911,26,0.272,0.505,0.109,0.203,84.9,4.2,3.22,3.72,1
P0912,21,0.35,0.403,0.081,0.182,86.7,6.2,3.26,4.11,1
P0913,20,0.295,0.404,0.104,0.24,90.0,1.1,3.19,4.55,1
P0914,25,0.256,0.459,0.066,0.191,84.9,14.0,1.51,2.83,0
P0915,25,0.285,0.314,0.102,0.231,91.9,4.6,0.77,3.53,0
P0916,21,0.301,0.4,0.095,0.257,84.5,-2.3,3.01,1.46,0
P0917,29,0.359,0.388,0.104,0.219,85.4,0.2,3.58,3.97,1
P0918,23,0.376,0.447,0.096,0.17,90.1,3.8,5.37,4.96,0
P0919,25,0.331,0.373,0.076,0.188,87.3,-7.7,1.83,6.05,0
P0920,27,0.288,0.387,0.105,0.223,90.8,8.1,3.7,3.66,1
P0921,23,0.35,0.412,0.098,0.223,89.3,-0.2,3.93,5.61,1
P0922,24,0.419,0.454,0.069,0.146,86.1,13.6,4.52,3.42,1
P0923,30,0.24,0.326,0.053,0.201,85.7,-4.0,1.06,0.8,0
P0924,29,0.373,0.383,0.098,0.259,95.9,15.0,3.97,4.58,1
P0925,20,0.338,0.427,0.079,0.175,86.5,10.8,2.47,6.5,1
P0926,22,0.28,0.326,0.091,0.204,87.3,14.6,0.76,5.71,0
P0927,28,0.318,0.506,0.104,0.277,83.4,0.8,4.83,2.05,1
P0928,30,0.295,0.468,0.081,0.27,87.3,3.8,2.33,2.79,0
P0929,30,0.321,0.546,0.08,0.236,93.3,-2.9,3.88,6.05,1
P0930,21,0.316,0.416,0.084,0.269,87.6,-8.3,3.87,2.94,0
P0931,20,0.335,0.436,0.051,0.304,89.1,9.5,4.04,3.94,1
P0932,27,0.298,0.329,0.111,0.151,86.3,1.4,2.06,1.22,0
P0933,23,0.279,0.57,0.088,0.162,86.5,11.5,3.6,5.26,1
P0934,30,0.328,0.487,0.11,0.136,91.7,-4.8,2.29,4.73,1
P0935,24,0.326,0.414,0.097,0.19,91.9,7.3,3.21,5.05,1
P0936,23,0.344,0.421,0.081,0.167,91.1,-8.6,2.52,3.76,1
P0937,25,0.391,0.477,0.119,0.224,90.8,9.7,4.27,4.13,1
P0938,22,0.306,0.481,0.102,0.134,89.8,-2.9,3.94,5.78,1
P0939,22,0.359,0.553,0.102,0.193,92.6,15.3,3.72,6.69,1
P0940,26,0.311,0.452,0.078,0.175,85.9,4.3,3.15,4.03,1
P0941,29,0.289,0.375,0.103,0.165,93.9,3.8,1.87,4.83,1
P0942,27,0.368,0.316,0.054,0.209,85.5,-7.6,3.36,0.61,0
P0943,22,0.259,0.386,0.125,0.264,85.5,2.8,1.41,2.24,0
P0944,21,0.356,0.438,0.153,0.246,91.7,3.5,4.77,2.89,1
P0945,22,0.299,0.389,0.063,0.233,91.8,-11.7,1.17,3.13,0
P0946,20,0.326,0.47,0.094,0.269,93.9,-3.4,4.04,3.91,0
P0947,26,0.326,0.502,0.107,0.218,89.3,6.1,4.25,4.72,0
P0948,25,0.329,0.422,0.045,0.259,92.7,1.8,2.4,3.95,1
P0949,23,0.263,0.363,0.095,0.162,87.8,4.3,1.71,3.48,0
P0950,28,0.277,0.399,0.098,0.201,87.7,-11.9,2.14,1.87,0
P0951,24,0.277,0.409,0.095,0.221,86.3,3.0,1.81,2.32,1
P0952,24,0.252,0.442,0.092,0.214,84.4,2.9,1.55,1.59,0
P0953,28,0.323,0.409,0.096,0.214,93.9,-3.1,4.68,3.88,1
P0954,30,0.31,0.287,0.073,0.197,88.8,-4.6,1.38,0.55,0
P0955,22,0.313,0.392,0.07,0.221,94.4,4.3,3.69,5.63,1
P0956,29,0.328,0.465,0.108,0.193,87.6,-1.5,3.28,3.32,0
P0957,29,0.32,0.376,0.11,0.215,89.6,13.7,2.76,4.2,1
P0958,21,0.375,0.393,0.095,0.223,91.3,-2.6,3.99,5.13,1
P0959,24,0.343,0.605,0.07,0.205,85.6,-5.3,5.23,5.22,0
P0960,27,0.274,0.398,0.097,0.233,90.0,12.4,2.52,1.68,0
P0961,23,0.342,0.28,0.104,0.133,87.5,0.9,1.54,3.85,1
P0962,26,0.282,0.385,0.114,0.206,87.5,2.2,2.17,1.75,0
P0963,23,0.357,0.359,0.109,0.212,89.6,3.9,4.15,6.59,1
P0964,26,0.282,0.353,0.057,0.147,87.1,7.2,1.19,2.11,0
P0965,29,0.297,0.457,0.067,0.201,84.7,12.7,3.97,2.36,1
P0966,22,0.312,0.395,0.091,0.317,89.9,-8.3,2.33,3.07,1
P0967,21,0.342,0.427,0.083,0.23,93.5,-4.7,2.6,4.64,1
P0968,28,0.31,0.322,0.129,0.217,85.1,-0.3,1.69,1.94,0
P0969,22,0.341,0.379,0.092,0.223,89.7,2.9,2.33,4.83,1
P0970,27,0.418,0.28,0.092,0.271,92.7,-2.2,2.79,5.55,1
P0971,20,0.301,0.571,0.091,0.181,89.2,3.0,3.08,4.97,1
P0972,22,0.363,0.333,0.106,0.245,88.3,10.2,3.12,4.46,1
P0973,26,0.269,0.379,0.091,0.253,87.8,4.4,2.96,2.71,0
P0974,27,0.316,0.447,0.032,0.253,90.7,-7.7,4.38,3.05,0
P0975,30,0.301,0.459,0.141,0.197,82.0,5.9,2.89,1.47,0
P0976,22,0.283,0.284,0.096,0.266,88.5,-9.9,1.67,1.89,0
P0977,29,0.367,0.395,0.101,0.263,92.3,3.3,5.2,6.23,1
P0978,29,0.316,0.45,0.075,0.102,87.8,-6.1,3.33,4.0,0
P0979,20,0.315,0.399,0.09,0.219,85.6,6.3,2.58,3.62,1
P0980,22,0.269,0.393,0.1,0.21,93.9,6.5,1.33,3.01,0
P0981,20,0.275,0.359,0.07,0.253,92.7,7.5,1.11,4.83,1
P0982,24,0.276,0.444,0.113,0.248,91.5,-3.7,2.35,2.97,1
P0983,26,0.307,0.38,0.099,0.159,89.9,9.7,3.29,4.21,1
P0984,27,0.337,0.387,0.03,0.216,93.2,4.6,2.72,5.41,1
P0985,22,0.312,0.543,0.074,0.175,86.6,-1.0,3.91,3.91,1
P0986,23,0.315,0.281,0.086,0.193,86.6,-0.9,2.35,1.04,0
P0987,28,0.34,0.391,0.08,0.193,91.3,15.1,2.68,4.29,0
P0988,28,0.297,0.415,0.108,0.229,92.3,11.1,3.87,5.19,1
P0989,29,0.325,0.47,0.082,0.164,89.6,0.7,4.21,4.34,1
P0990,29,0.313,0.382,0.085,0.238,86.0,3.5,3.11,3.6,0
P0991,23,0.32,0.409,0.069,0.17,88.6,-0.6,4.13,2.55,0
P0992,30,0.35,0.431,0.081,0.189,82.8,-6.0,5.32,2.26,0
P0993,26,0.353,0.305,0.089,0.164,90.6,-3.0,2.98,3.76,1
P0994,25,0.317,0.395,0.098,0.237,92.1,14.6,3.64,3.68,1
P0995,22,0.366,0.5,0.141,0.164,87.5,14.1,4.99,6.76,1
P0996,21,0.382,0.495,0.127,0.255,89.6,14.7,4.69,4.39,1
P0997,22,0.292,0.48,0.117,0.188,92.7,6.7,1.9,4.83,1
P0998,21,0.343,0.512,0.104,0.19,91.6,2.4,3.35,5.15,1
P0999,28,0.343,0.441,0.107,0.278,87.8,3.5,3.75,3.39,0
P1000,26,0.285,0.406,0.087,0.141,89.6,9.2,1.54,6.33,1
P1001,25,0.342,0.372,0.162,0.245,90.1,8.9,2.24,6.16,0
P1002,28,0.342,0.443,0.097,0.196,89.3,7.0,3.48,4.77,1
P1003,25,0.253,0.532,0.077,0.23,86.7,-2.1,2.47,2.38,1
P1004,22,0.354,0.507,0.117,0.257,92.2,-7.8,4.27,3.99,1
P1005,29,0.273,0.406,0.081,0.196,89.8,6.1,4.22,2.62,1
P1006,27,0.294,0.428,0.117,0.213,88.7,1.6,3.53,4.01,0
P1007,21,0.258,0.486,0.107,0.158,91.9,-4.7,2.49,3.46,1
P1008,28,0.313,0.494,0.129,0.238,84.2,4.6,3.28,4.44,1
P1009,27,0.308,0.513,0.054,0.231,89.0,1.7,4.64,4.72,1
P1010,28,0.356,0.397,0.083,0.246,86.4,-0.5,3.9,1.69,0
P1011,27,0.309,0.377,0.093,0.235,90.4,-3.1,3.24,3.23,0
P1012,21,0.277,0.436,0.089,0.247,88.5,4.5,2.82,2.55,0
P1013,29,0.375,0.457,0.102,0.155,86.8,-0.6,3.54,7.05,1
P1014,23,0.319,0.372,0.108,0.277,87.8,-4.7,0.7,3.78,1
P1015,28,0.314,0.34,0.097,0.272,82.3,-0.7,3.91,1.73,0
P1016,25,0.357,0.44,0.108,0.159,87.6,-4.6,3.64,5.51,1
P1017,21,0.29,0.308,0.055,0.19,88.1,11.1,2.21,2.93,1
P1018,20,0.262,0.28,0.08,0.166,86.1,-4.3,1.16,0.89,0
P1019,23,0.334,0.399,0.134,0.231,87.5,-2.3,2.86,3.48,1
P1020,20,0.316,0.536,0.091,0.234,81.3,7.3,3.75,2.62,1
P1021,26,0.282,0.388,0.065,0.133,90.1,15.1,1.55,1.69,0
P1022,25,0.311,0.387,0.116,0.25,89.8,-5.1,3.31,2.39,0
P1023,24,0.349,0.39,0.072,0.212,95.7,-8.0,2.66,4.94,0
P1024,28,0.371,0.441,0.067,0.21,86.3,0.8,5.18,4.17,0
P1025,24,0.248,0.338,0.114,0.168,93.2,-5.4,1.12,3.67,1
P1026,22,0.329,0.427,0.112,0.174,86.9,10.8,3.59,4.81,1
P1027,21,0.332,0.347,0.084,0.212,93.8,3.0,1.9,3.84,1
P1028,20,0.28,0.302,0.135,0.263,88.4,16.5,0.7,3.72,1
P1029,22,0.299,0.394,0.095,0.217,86.4,-4.0,3.85,2.08,0
P1030,26,0.339,0.412,0.102,0.279,91.0,-5.6,4.56,3.99,1
P1031,25,0.329,0.525,0.094,0.181,80.0,-16.6,4.44,1.43,1
P1032,26,0.378,0.311,0.112,0.194,85.5,8.4,2.96,3.23,0
